"","Date","Contributor","Address","City","State","Zip","Occupation","Employer","Principal Officer","Amount","CPF ID","Recipient","Tender Type ID","Tender Type Description","Record Type ID","Record Type Description","Source Description","Year","Question","Category_PID"
"429","12/23/2019","BELMONT CAR CARE","27 LEXINGTON ST","BELMONT","MA","02478",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"430","12/23/2019","BOB BONSAINT & SONS","94 FOSTER ST","PEABODY","MA","01960",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"431","12/23/2019","BOB'S AUTOMOTIVE SERVICE","52 HILDA ST","QUINCY","MA","02169",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"432","12/23/2019","COLVIN'S INC.","185 PROSECT ST","WALTHAM","MA","02453",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"433","12/23/2019","CRAFTS STREET AUTO & TIRE","205 WILLOW ST","WALTHAM","MA","02453",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"434","12/23/2019","DAVE'S AUTO SERVICE","771 E SQUANTUM ST","QUINCY","MA","02171",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"435","12/23/2019","DIRECT TIRE","126 GALEN ST","WATERTOWN","MA","02472",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"436","12/23/2019","FELLSWAY FOREIGN MOTORS","300 CAMBRIDGE RD","WOBURN","MA","01801",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"437","12/23/2019","GRAY'S GARAGE","35 ELM ST","SALISBURY","MA","01952",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"438","12/23/2019","LYNN STREET AUTO","73 LYNN ST","PEABODY","MA","01960",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"439","12/23/2019","MASON'S SHELL","819 HANCOCK ST","QUINCY","MA","02170",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"440","12/23/2019","MUNEERS AUTO REPAIR LLC","220 SQUIRE RD","REVERE","MA","02151",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"441","12/23/2019","MURPHY'S AUTOMOTIVE","29 WATER ST","FRAMINGHAM","MA","01701",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"442","12/23/2019","NEWTON STREET SERVICE","255 NEWTON ST","WALTHAM","MA","02453",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"443","12/23/2019","NORTH SHORE AUTOMOTIVE","100 BIRNEY ST","PEABODY","MA","01960",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"444","12/23/2019","POND ST MOTORS","14 POND ST","MARBLEHEAD","MA","01945",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"445","12/23/2019","PRECISION AUTO INC.","60 MAIN ST","ROWLEY","MA","01969",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"446","12/23/2019","R & A AUTOMOTIVE","26 LAKE ST","PEABODY","MA","01960",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"447","12/23/2019","RAYTEAM INC","175 HIGH ST","WALTHAM","MA","02453",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"448","12/23/2019","SNOW'S ENTERPRISES","258 IRVING ST","FRAMINGHAM","MA","01702",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"449","12/23/2019","SPEROS AUTO REPAIR","101 CLEMATIS AVE UNIT 17","WALTHAM","MA","02453",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"450","12/23/2019","SPG","135 CANAL ST","SALEM","MA","01970",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"451","12/23/2019","SPIROS ENERGY","119 BOSTON ST","SALEM","MA","01970",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"452","12/23/2019","SPIROS ENERGY & AUTO REPAIR","119 BOSTON ST","SALEM","MA","01970",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"453","12/23/2019","SUNOCO","645 ADAMS ST","QUINCY","MA","02169",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"454","12/23/2019","TAK AUTO GROUP","258 NEWBURY ST","PEABODY","MA","01960",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"455","12/23/2019","TOP CAB INC","281 LEE BURBANK HWY","REVERE","MA","02151",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"456","12/23/2019","ULTIMA LTD","102 CLEMATIS AVE","WALTHAM","MA","02453",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"457","12/23/2019","VIN'S AUTO SERVICE","195 AMERICAN LEGION HWY","REVERE","MA","02151",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"458","12/6/2019","ADVANCED TECHNOLOGIES LC","23 KONDELIN RD","GLOUCESTER","MA","01930",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"459","12/6/2019","BURBANK AUTO REPAIR","66 GRANITE ST","ROCKPORT","MA","01966",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"460","12/6/2019","NORMAN KALLELIS SOLE PROP","1 RAILROAD AVE","GLOUCESTER","MA","01930",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"461","12/6/2019","STANDLEY'S GARAGE","2 SUMMER ST","MANCHESTER","MA","01944",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"462","11/26/2019","NICE CAR CARE","527 BEAVER ST.","FRANKLIN","MA","02038",NA,NA,NA,23.97,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"463","11/21/2019","ABES COMPLETE AUTO SERVICE INC","317 FRESH POND PKWY","CAMBRIDGE","MA","02138",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"464","11/21/2019","ARYE E SCHWARTZ AUTO INC.","166 LAKEVIEW AVE","TYNGSBORO","MA","01879",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"465","11/21/2019","BENY'S AUTOMOTIVE, INC.","249 CENTRE ST","NEWTON","MA","02458",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"466","11/21/2019","BRIAN'S AUTO REPAIR & TIRE","48 CULLEY ST","FITCHBURG","MA","01420",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"467","11/21/2019","BROWNELL AUTO SALES","404 SUMMER ST","FITCHBURG","MA","01420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"468","11/21/2019","COLVIN'S INC.","185 PROSPECT ST","WALTHAM","MA","02453",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"469","11/21/2019","DEB'S SERVICE","231 MECHANIC ST","LEOMINSTER","MA","01453",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"470","11/21/2019","EURO CAR CENTER","214 ANDOVER ST UNIT 6","WILMINGTON","MA","01887",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"471","11/21/2019","FORREST TOWING","600 MAIN ST","WILMINGTON","MA","01887",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"472","11/21/2019","J.D.S AUTO REPAIR INC.","1 OAK ST","CHELMSFORD","MA","01824",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"473","11/21/2019","JOHN FITCH EXHAUST & REPAIR","564 JOHN FITCH HWY","FITCHBURG","MA","01420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"474","11/21/2019","KE ENGINEERING, LLC","324 MAIN ST","WILMINGTON","MA","01867",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"475","11/21/2019","MALS SERVICENTERS","7 MASS AVE","LEXINGTON","MA","02420",NA,NA,NA,150,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"476","11/21/2019","MILL ROAD TIRE & AUTO","105 AYER RD","HARVARD","MA","01451",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"477","11/21/2019","N & A SERVICE STATION INC","320 BROADWAY","CAMBRIDGE","MA","02139",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"478","11/21/2019","NAYA INC","603 MAIN ST","WILMINGTON","MA","01887",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"479","11/21/2019","NEIGHBORHOOD AUTO LLC","659 NORTH MAIN ST","RANDOLPH","MA","02368",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"480","11/21/2019","NICK'S MAGAZINE AUTO REPAIR INC","207 MAGAZINE ST","CAMBRIDGE","MA","02139",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"481","11/21/2019","RT'S AUTO CENTER","101 AIRPORT RD","FITCHBURG","MA","01420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"482","11/21/2019","SWEDISH MOTOR WORKS & REPAIR","256 COMMONWEALTH AVE","CONCORD","MA","01742",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"483","11/21/2019","TOM'S AUTOMOTIVE INC.","25 SUMMIT ST","FITCHBURG","MA","01420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"484","11/21/2019","VILLAGE EUROPEAN","50 CONCORD TPKE","CONCORD","MA","01742",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"485","11/21/2019","WESTMINSTER GARAGE, INC.","11 MAIN ST","WESTMINSTER","MA","01473",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"486","11/14/2019","ACCURATE BRAKE","542 MASS AVE","LEXINGTON","MA","02420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"487","11/14/2019","BRIDGE STREET AUTOMOTIVE","83 BRIDGE ST","BEVERLY","MA","01915",NA,NA,NA,30,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"488","11/14/2019","BROADWAY TIRE & AUTO CO","456 BROADWAY","LAWRENCE","MA","01841",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"489","11/14/2019","BROWN AUTOMOTIVE SERVICES","1116 MASSACHUSETTS AVE","ARLINGTON","MA","02476",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"490","11/14/2019","CAMBRIDGE ROAD AUTO SERVICE","293 CAMBRIDGE ROAD","WOBURN","MA","01801",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"491","11/14/2019","CHECO AUTO REPAIR LLC","121 WEST ST","LAWRENCE","MA","01841",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"492","11/14/2019","CORMIER'S AUTO SERVICE","80 ALGONQUIN AVE","MASHPEE","MA","02649",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"493","11/14/2019","FERRY'S AUTOMOTIVE, INC","527 LIBERTY ST","HANSON","MA","02341",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"494","11/14/2019","FUSCO'S SERVICE STATION","37 NEWBURY ST","LAWRENCE","MA","01840",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"495","11/14/2019","LEXINGTON AUTO CENTER","1095 MASS AVE","LEXINGTON","MA","02420",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"496","11/14/2019","MAL'S TOWING CO","7 MASSACHUSETTS AVE","LEXINGTON","MA","02420",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"497","11/14/2019","PARK STREET AUTO REPAIR","122 PARK ST","BEVERLY","MA","01915",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"498","11/14/2019","RYAL SIDE AUTO","88 RIVER ST","BEVERLY","MA","01915",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"499","11/14/2019","SUPERIOR AUTO CENTER","36 MASS AVE","ARLINGTON","MA","02474",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"500","11/14/2019","TEELE SQ AUTO","1284 BROADWAY","SOMERVILLE","MA","02144",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"501","11/13/2019","ACCURATE TRANSMISSION","42 A OAKLAND AVE","METHUEN","MA","01844",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"502","11/13/2019","ANDY'S SERVICE CENTER, INC.","356 LEBANON ST","MALDEN","MA","02148",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"503","11/13/2019","AUTOMOTIVE REPAIRS, INC.","121 BEACH ST","MALDEN","MA","02148",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"504","11/13/2019","CAPELO'S AUTOMOTIVE INC","22 WINN ST","WOBURN","MA","01801",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"505","11/13/2019","DAVID AUTO REPAIR","140 MYSTIC AVE","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"506","11/13/2019","DBA DANVERS AUTOMOTIVE CENTER","17 HOBART ST","DANVERS","MA","01923",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"507","11/13/2019","DBA LOUS CUSTOM EXHAUST","44 UNION ST.","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"508","11/13/2019","DUFF SPRING CO, INC.","367 MYSTIC AVE","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"509","11/13/2019","EXCHANGE BRAKE & ALIGNMENT, INC.","37 THACHER ST","MALDEN","MA","02148",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"510","11/13/2019","MAIN STREET CITGO","641 MAIN ST","WINCHESTER","MA","01890",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"511","11/13/2019","PAUL'S FOREIGN AUTO","149 FERRY ST.","MALDEN","MA","02148",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"512","11/13/2019","POINT AUTO REPAIR INC.","324 BROADWAY","MALDEN","MA","02148",NA,NA,NA,20,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"513","11/13/2019","ROADSIDE AUTO & TRUCK REPAIR","7 LOCUST ST","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"514","11/13/2019","ROADSIDE LED SUPPLY","7 LOCUST ST","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"515","11/13/2019","VOLSAR AUTOMOTIVE INC","16 MYSTIC AVE","MEDFORD","MA","02155",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"516","10/24/2019","BROADWAY MOTOR SERVICE OF REVERE","88 BROADWAY","REVERE","MA","02151",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"517","10/24/2019","PLEASANT STREET SHELL","337 PLEASANT ST","BELMONT","MA","02478",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"518","10/24/2019","PROFESSIONAL AUTOMOTIVE SERVICE","19 MECHANIC ST","MARLBOROUGH","MA","01752",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"519","10/24/2019","RONNIES AUTO","626 BOSTON ROAD","BILLERICA","MA","01821",NA,NA,NA,100,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"520","10/24/2019","ROUX GARAGE","302 WEST ST","BERLIN","MA","01503",NA,NA,NA,25,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"521","10/11/2019","AUTO CARE ASSOCIATION","7101 Wisconsin Ave., Suite 1300","Bethesda","MD","20814",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"522","10/11/2019","COALITION OF AUTOMOBILE REPAIR EQUALITY","105 ORONOCO STREET","ALEXANDRIA","VA","22314",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"523","9/16/2019","AUTO CARE ASSOCIATION","7101 Wisconsin Ave., Suite 1300","Bethesda","MD","20814",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"524","9/16/2019","COALITION OF AUTOMOBILE REPAIR EQUALITY","105 ORONOCO STREET","ALEXANDRIA","VA","22314",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"525","9/12/2019","COALITION OF AUTOMOBILE REPAIR EQUALITY","105 ORONOCO STREET","ALEXANDRIA","VA","22314",NA,NA,NA,50,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"526","12/31/2020","General Motors","300 Renaissance Dr W","Detroit","MI",NA,NA,NA,NA,218.98,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Year-end Report","2020","Q1 2020","Corporate"
"527","11/15/2020","General Motors","300 Renaissance Dr W","Detroit","MI","48265",NA,NA,NA,437.95,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 20th Report","2020","Q1 2020","Corporate"
"528","11/1/2020","Acton Chrysler Dodge Jeep Ram","184-196 Great Rd","Acton","MA","01720",NA,NA,NA,216,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"529","11/1/2020","Alliance for Automotive Innovation","1050 K St NW Ste 650","Washington","DC","20001",NA,NA,NA,16469.64,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"530","11/1/2020","General Motors","300 Renaissance Dr W","Detroit","MI","48265",NA,NA,NA,884.53,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"531","11/1/2020","Kaplan Auto Group","449 Neponset St","Norwood","MA","02062",NA,NA,NA,36,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"532","11/1/2020","KIA of Dartmouth","143 Faunce Corner Rd","Dartmouth","MA","02747",NA,NA,NA,42,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"533","10/23/2020","The Herb Chambers Companies","259 McGrath Highway","Somerville","MA","02143",NA,NA,NA,1500,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"534","10/15/2020","Alliance For Automotive Innovation","1050 K St Nw Ste 650","Washington","DC","20001",NA,NA,NA,19515.02,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"535","10/15/2020","General Motors","300 Renaissance Dr W","Detroit","MI","48265",NA,NA,NA,3635.59,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"536","10/15/2020","Hyundai Motor America","10550 Talbert Ave","Fountain Valley","CA","92708",NA,NA,NA,307.7,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"537","10/15/2020","Premier Cape Cod","460 Yarmouth Rd","Hyannis","MA","02601",NA,NA,NA,100,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"538","10/15/2020","Tesla","1333 H St NW Ste 1100 West","Washington","DC","20005",NA,NA,NA,375,95471,"Coalition for Safe and Secure Data",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
